id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata,
775,2.0136684e-10,0.99998343,1.2490565e-14,9.772198e-19,2.3339968e-08,5.5045108e-17,1.2157986e-18,3.315015e-15,1.4530916e-07,1.9223887e-12,3.061698e-11,2.680501e-09,3.8866306e-15,3.419074e-13,2.4688794e-17,1.4281267e-38,2.5993788e-07,4.57137e-21,6.337187e-21,1.4978543e-05,1.9794933e-15,8.796733e-29,3.6129835e-36,0.0,4.2583366e-36,1.9335657e-29,8.962001e-08,4.069122e-27,7.5537864e-35,1.8237413e-37,5.578172e-34,2.7075216e-18,6.9575664e-22,7.900805e-17,1.3185484e-27,1.7745572e-13,3.917553e-27,0.0,0.0,1.9411488e-36,1.7103823e-34,6.304838e-14,2.9164138e-27,2.3327533e-21,1.9114841e-21,2.5325853e-21,7.0873636e-19,4.6103217e-12,5.4490096e-10,5.401835e-13,8.3101306e-24,8.172546e-20,1.8117646e-31,1.2473331e-21,4.4885715e-18,4.302201e-25,1.179882e-13,2.0613078e-32,8.360981e-15,3.864268e-20,4.058268e-21,7.220231e-27,1.0262398e-28,1.3074056e-25,4.2017433e-23,2.774994e-13,1.2786471e-30,1.9538441e-37,8.995671e-19,9.555485e-18,1.9350478e-30,2.1935922e-22,6.032586e-36,1.8448997e-16,2.3140065e-11,5.310542e-18,8.548247e-18,1.4164712e-25,6.1813653e-12,3.509798e-19,9.469127e-10,4.1058152e-25,7.3068644e-22,1.5623639e-15,2.3044927e-11,8.1213893e-13,6.380069e-22,7.0030036e-19,2.2620567e-24,2.0261167e-17,4.8169686e-25,1.7056875e-23,6.829575e-13,4.4024307e-16,1.5838495e-08,2.1768238e-19,2.154417e-29,3.495017e-29,1.0717098e-06,
780,3.2092057e-29,2.4778863e-22,6.7716405e-13,3.083103e-05,2.3406794e-29,9.234814e-22,1.1653958e-15,1.8292263e-15,6.8920004e-32,2.9991287e-26,2.583042e-13,8.143009e-23,1.22942555e-14,9.706089e-17,1.5370089e-33,3.1941343e-29,9.526964e-25,1.0815331e-09,1.7336322e-18,3.2657493e-10,1.4116793e-22,1.161888e-09,6.486713e-20,1.8531849e-21,1.2391015e-21,1.03613246e-16,1.5541258e-09,2.0436848e-10,4.435342e-15,6.6178313e-20,1.908361e-13,1.3267414e-06,1.1913632e-15,4.774088e-20,4.4419568e-10,3.258331e-26,2.362521e-08,2.0620796e-33,2.0691634e-18,9.216532e-18,8.381057e-27,5.4868242e-24,2.8588725e-13,1.13561764e-10,4.0424807e-14,2.9854751e-12,1.1021802e-05,2.6516286e-22,1.0135074e-28,1.6095615e-18,5.307477e-06,1.5351592e-08,0.99454063,5.815077e-11,8.8523334e-11,7.735832e-09,3.6541828e-13,8.2169885e-17,4.87244e-06,5.276013e-28,1.11955714e-07,1.8474581e-16,1.5408269e-06,6.764647e-27,6.820587e-13,9.621082e-17,3.526836e-10,6.02995e-20,3.934857e-06,9.355218e-07,4.336591e-26,2.1360758e-33,7.5971524e-32,3.7601287e-11,4.8372636e-11,4.395698e-12,6.4954415e-16,1.411522e-16,1.8386973e-24,1.4463056e-06,3.9992877e-14,0.005300848,4.4060365e-21,7.7110985e-07,8.388529e-15,6.2083165e-14,8.1254824e-05,1.1429139e-11,1.9029236e-13,1.6839571e-19,1.5373472e-13,2.99809e-17,5.0104706e-08,6.9055873e-15,4.952209e-16,9.711249e-22,1.3589589e-05,3.8022663e-16,1.6585549e-06,
781,0.0,2.716678e-30,8.225429e-11,2.316026e-22,3.0812998e-31,6.1958745e-16,8.011557e-13,0.0,0.0,7.750566e-28,1.4794908e-30,0.0,0.0,0.0,0.0,2.3578318e-13,1.8198391e-38,1.8654232e-35,0.0,5.774228e-21,2.8937733e-24,6.081449e-07,1.1232078e-16,6.1742274e-12,4.143059e-21,2.6360976e-09,5.530671e-30,1.6979643e-14,6.836356e-09,3.7339373e-07,1.8771552e-16,1.3122957e-06,1.9306799e-15,2.3626459e-08,3.654253e-06,1.1023301e-27,3.566978e-10,1.5848484e-05,6.352235e-09,0.9999362,4.189983e-05,0.0,9.229509e-22,1.3208204e-22,2.5973546e-19,2.009478e-19,4.214928e-18,0.0,0.0,0.0,1.1680825e-20,3.1272814e-12,3.6261124e-27,0.0,5.3969277e-12,1.3996804e-22,2.5407286e-29,7.983037e-12,5.3041722e-20,5.5785045e-19,2.804339e-21,1.0949253e-11,8.472043e-18,0.0,2.6204256e-25,1.0101261e-16,1.7899888e-27,6.2351315e-18,7.843023e-12,7.4281154e-24,4.499353e-12,0.0,3.6602356e-13,2.5955579e-22,3.613571e-21,0.0,2.3640525e-19,9.743637e-26,6.069212e-20,1.7385338e-12,1.0846606e-27,1.8378377e-16,2.1193795e-21,9.2020614e-35,2.9365956e-18,1.5725758e-36,7.263674e-35,4.2225304e-15,6.474735e-11,0.0,2.196144e-21,0.0,6.1379923e-27,2.7612677e-32,0.0,0.0,1.31875445e-17,1.09847294e-26,2.4103334e-16,
782,7.2282215e-29,3.7590408e-32,8.713173e-12,3.1707872e-11,2.0001947e-30,1.8962753e-16,1.0516667e-23,0.0,0.0,1.3147203e-15,4.3540992e-24,2.0997644e-29,1.164796e-29,2.9345502e-35,0.0,5.6096545e-33,2.024756e-27,1.3966134e-27,2.8410738e-10,2.3761617e-21,8.700742e-14,1.2491476e-07,4.919685e-18,6.8970905e-09,0.9941573,1.4934436e-11,2.8754815e-12,0.00037614183,1.4232562e-10,4.2945625e-18,2.989826e-21,1.0437406e-13,3.189878e-33,1.5066892e-24,3.2018337e-09,5.8372936e-21,3.2063427e-21,1.8492582e-21,3.189483e-10,1.3752677e-12,2.116495e-18,0.0,1.00332795e-22,0.0028158708,8.134979e-20,4.586868e-36,1.4791048e-15,3.709384e-32,0.0,1.8236246e-22,1.4936284e-19,2.2929209e-10,3.2944465e-21,1.9243214e-33,8.872316e-10,7.660126e-17,7.548446e-17,2.0514985e-22,1.666232e-14,8.2586174e-11,2.1772852e-09,0.002294817,1.2869722e-11,2.2881208e-24,1.076347e-24,5.162066e-17,1.1739504e-20,2.6446906e-20,2.0465809e-08,9.0962e-11,6.1647545e-09,1.13159e-20,2.0671915e-17,2.955857e-09,4.1626913e-16,1.4084706e-18,0.0003157178,3.4918314e-16,6.9060095e-22,6.439066e-13,4.0810656e-19,6.9771787e-13,4.3291887e-17,6.628198e-32,3.3700625e-22,1.1893637e-17,2.477213e-12,7.371088e-12,3.972853e-06,1.2595034e-20,4.0518626e-12,2.6944168e-19,8.2089575e-19,3.3985747e-18,1.028698e-36,5.3728758e-27,3.269353e-05,3.3200004e-06,3.3697887e-13,
783,1.1747349e-31,7.9616784e-23,6.5058376e-18,4.3321067e-09,7.01691e-32,1.3683037e-26,1.5599738e-16,6.8687607e-13,3.4295853e-29,1.5066312e-29,3.8896216e-16,5.8027134e-22,8.89124e-14,2.5522184e-13,9.371275e-31,1.1670295e-32,1.4122986e-26,2.0975789e-07,6.7654996e-23,3.8969183e-10,2.0932381e-26,2.7980314e-17,2.9044143e-24,2.9447156e-28,3.2533256e-30,5.2380965e-22,7.397418e-11,7.7972956e-16,2.9887148e-21,1.4150165e-26,1.4840624e-18,1.2247151e-09,9.751863e-18,6.9751793e-22,7.240594e-16,1.3287297e-30,1.0333928e-09,0.0,7.7437564e-25,4.6800317e-25,3.3450753e-33,1.8555663e-20,2.6929455e-17,7.185097e-16,2.1782116e-17,2.638568e-10,1.0993946e-06,9.8055315e-20,1.0413404e-25,2.3550158e-20,1.0729709e-06,1.0857588e-11,0.99982244,1.0565082e-08,5.9022055e-14,1.8227659e-11,6.011164e-16,2.6012719e-20,2.955872e-07,6.645223e-33,9.311923e-09,1.09201195e-23,6.046015e-09,4.1594977e-29,9.2301716e-17,5.4319284e-20,7.914348e-12,2.0478718e-25,7.480349e-11,1.8324611e-10,2.9821256e-33,2.0719198e-37,0.0,1.2989495e-16,1.4447483e-11,3.290377e-14,4.253201e-22,3.045585e-19,4.7768335e-26,6.921414e-07,2.012741e-14,5.841068e-07,3.1000338e-25,0.00017238251,1.567484e-16,1.4056947e-16,1.2025577e-06,1.6730021e-15,4.281892e-19,4.636379e-22,2.894543e-20,1.8002982e-17,1.1405306e-09,7.6605514e-17,2.0269493e-14,1.3646011e-21,1.461481e-10,4.304716e-22,6.0311685e-09,
786,0.0,7.5075024e-29,9.351017e-09,2.636052e-16,4.287607e-31,2.8761266e-16,4.7341025e-17,6.8887017e-19,1.3500426e-36,3.7958745e-37,6.123277e-13,2.4430645e-28,5.3269897e-36,2.2736722e-27,0.0,1.4925918e-25,2.8033494e-28,2.2170892e-22,8.504852e-27,7.077345e-18,0.0,4.946595e-13,1.552633e-29,0.0,1.6574903e-31,1.4625218e-26,2.396924e-15,1.5033452e-11,1.0620601e-14,8.2861296e-26,7.054204e-07,2.3872584e-13,7.700111e-17,3.339899e-27,1.6974097e-07,8.131817e-18,7.726194e-21,0.0,5.1601697e-33,4.290764e-24,5.3388036e-23,0.0,0.9991295,7.135388e-17,7.398392e-09,2.736142e-22,1.6798009e-23,0.0,0.0,2.0169968e-22,2.0507501e-18,5.4213784e-19,3.45419e-16,4.5200847e-33,8.377688e-28,1.5271251e-25,7.52974e-19,2.1311638e-20,2.815934e-12,0.0,7.391494e-24,2.513771e-19,6.8114304e-20,1.3745478e-24,3.2559692e-25,1.0061967e-32,3.162915e-07,9.43316e-11,5.9153017e-12,2.2985967e-08,2.2028272e-35,2.9784388e-37,1.2703194e-22,0.00017878883,3.0346524e-26,1.6574987e-21,1.4650766e-22,3.9546414e-19,2.0669589e-27,9.651996e-23,2.5000169e-21,0.0006901557,1.8820301e-20,4.6402934e-11,9.603274e-20,3.8457785e-30,6.4489274e-14,1.9607924e-18,4.932096e-09,3.278099e-20,3.877073e-11,3.7002796e-32,3.6092598e-07,4.03212e-25,1.469331e-21,7.7172745e-27,6.342609e-20,6.7136954e-25,1.321198e-18,
790,5.453662e-20,1.8176079e-12,1.6812637e-18,1.3148657e-10,2.9883783e-23,7.8588234e-26,1.4890195e-15,0.030806247,2.5996688e-15,1.01507194e-20,1.9745382e-12,2.855678e-08,4.315495e-08,0.0030985668,9.4487355e-15,4.1476868e-38,1.0315588e-16,0.29390606,5.4131083e-17,0.000121072226,2.9455322e-21,4.376149e-25,8.4248075e-30,5.8787987e-36,1.9009037e-33,2.5049414e-26,0.0024866196,2.3580454e-18,2.473281e-29,8.559831e-37,1.0650865e-26,4.590431e-12,4.058478e-21,6.1849704e-21,1.7512779e-22,2.1351264e-24,5.677701e-15,0.0,1.7916214e-34,2.0326527e-34,0.0,4.990606e-07,5.756127e-21,4.837496e-16,2.26277e-16,9.141503e-11,3.900241e-07,3.397091e-09,1.4738845e-07,6.784224e-10,6.123964e-10,3.205967e-14,4.0227165e-05,7.7659184e-05,1.3073809e-14,1.5126816e-15,2.711762e-13,7.072453e-24,5.502378e-05,4.2652707e-29,8.780481e-07,1.6358945e-27,8.121445e-11,8.203218e-24,1.7897284e-20,1.4183994e-17,2.9269618e-13,7.4062686e-32,4.791915e-14,3.536956e-11,7.686107e-37,1.17066854e-29,0.0,8.780119e-15,5.905943e-07,6.3394636e-09,3.6448025e-21,1.207556e-17,3.4855222e-19,3.354384e-07,4.3711985e-08,2.4687119e-12,3.9453855e-25,0.66903204,6.245784e-14,1.5468921e-11,0.00034653206,3.809629e-17,8.126336e-20,1.4622609e-13,4.1661582e-24,9.2213626e-10,1.0946474e-05,1.897794e-12,6.949978e-06,1.4281501e-10,1.9429505e-16,2.543103e-22,9.215078e-06,
791,3.7915624e-28,1.2444175e-16,0.659704,4.905668e-15,6.3073605e-18,1.1123122e-07,2.1299563e-08,5.4814675e-29,1.7097549e-27,1.3454398e-22,4.060871e-12,1.2125102e-32,1.090505e-31,6.160937e-28,0.0,3.0554482e-15,4.2706127e-23,1.1291309e-27,5.6237324e-30,4.0768578e-12,8.153103e-22,0.00085663644,4.3838682e-20,3.731465e-23,8.27795e-24,1.9845234e-12,2.0275674e-19,7.185721e-11,2.9170275e-10,6.9507344e-10,2.2615048e-08,0.08547629,8.6843815e-05,1.3147917e-05,0.25381976,2.3966416e-13,2.6732316e-11,1.3503601e-15,7.036285e-19,2.0945172e-05,4.4495946e-06,0.0,6.021699e-09,6.819909e-18,5.303074e-09,2.114433e-12,2.5481175e-14,1.1259361e-33,0.0,2.644786e-29,2.5674119e-18,1.9136182e-09,5.567526e-24,0.0,9.642765e-13,2.210114e-21,8.187614e-20,7.481375e-12,3.7050772e-11,3.6098307e-19,2.3037119e-20,9.983508e-10,3.4597627e-18,4.1283715e-30,1.9610623e-16,7.816821e-12,7.191481e-18,2.8032318e-12,1.7631652e-05,6.6626765e-14,5.4363752e-17,1.773212e-33,3.8503933e-11,1.4474367e-09,1.2139642e-16,3.4145255e-27,6.6343945e-15,5.0028287e-21,1.8695483e-14,1.4349932e-12,2.006004e-18,9.257365e-09,5.7316355e-14,1.0572419e-20,2.6306757e-09,7.6248006e-27,1.828098e-25,7.569303e-12,7.357286e-08,5.6701623e-27,9.614021e-10,1.4417589e-34,7.935285e-12,2.314094e-22,2.1156728e-22,9.470468e-38,2.930543e-19,3.2696243e-23,2.1935471e-09,
795,1.03746455e-16,2.0161747e-14,9.722612e-09,5.754208e-13,1.6326662e-15,6.824479e-15,1.4881889e-21,7.990447e-10,2.7473483e-19,1.5539136e-21,0.00022702606,3.8558e-10,2.4721617e-23,1.4295091e-19,9.399558e-26,0.0,3.892909e-11,1.6420819e-19,1.1734778e-12,1.9088012e-12,9.0294726e-26,3.3854765e-19,1.990589e-36,0.0,6.326174e-29,1.0031205e-30,1.3614914e-05,1.8071985e-13,9.527969e-26,2.9544283e-36,1.0538052e-18,3.0865992e-16,2.8414953e-21,3.0770342e-28,3.878664e-15,1.27051045e-08,5.712015e-30,0.0,0.0,2.2573222e-34,7.497729e-33,1.7464918e-29,1.996138e-08,9.222141e-13,2.001859e-10,5.1711623e-27,3.4563947e-22,1.2932622e-28,3.4605935e-20,2.1724163e-05,2.1651761e-23,1.7647907e-19,1.1644575e-22,1.14845595e-24,2.698213e-25,2.652552e-26,1.3102856e-12,7.902418e-29,7.836481e-10,1.3939448e-29,4.4114657e-21,3.1010875e-19,4.228388e-23,1.9775889e-18,1.4018158e-21,4.2403877e-24,5.1046493e-13,1.1797854e-21,2.3798352e-13,1.7068746e-06,7.803121e-35,1.6589413e-21,7.9616024e-29,0.99086666,3.2068963e-18,2.8722927e-10,2.2037157e-15,6.877252e-20,4.4005576e-21,3.3816215e-24,3.4875214e-13,2.726206e-09,2.3548054e-18,8.8187575e-11,5.724776e-15,5.015514e-16,6.336294e-10,2.8227e-19,3.5237484e-13,2.149788e-06,9.635562e-10,2.3408214e-21,0.008867006,6.1388603e-15,2.290899e-11,5.3450196e-12,3.204982e-22,9.09213e-20,2.3104162e-12,
799,0.0,4.772832e-35,6.113063e-16,2.5679297e-11,5.7877113e-38,1.4060178e-18,2.8688877e-15,0.0,0.0,6.118471e-25,2.4621717e-28,1.8978083e-33,6.296812e-27,1.5642279e-28,6.503059e-37,1.5868202e-20,1.2761821e-31,4.0248286e-23,1.4178456e-18,1.2699072e-17,8.974499e-19,2.369943e-10,2.2910442e-08,5.078485e-08,6.675164e-07,1.470684e-06,6.849314e-15,6.177552e-05,1.9953613e-06,4.2214082e-14,1.2365266e-16,2.0561831e-12,1.2729884e-30,1.121491e-21,1.0250752e-09,4.9523894e-27,7.3781488e-09,9.045382e-24,2.8750497e-08,9.428915e-13,9.3008095e-17,0.0,1.439869e-21,5.0442894e-05,3.3523343e-20,1.5120042e-24,2.4490542e-12,8.582301e-26,0.0,1.9503152e-31,8.23514e-10,4.3488072e-08,1.843672e-11,3.7905005e-27,6.0049426e-12,8.503584e-11,2.8361877e-16,7.4258386e-17,1.8328709e-13,1.933166e-14,2.7518631e-06,1.4051683e-10,2.061951e-06,5.845448e-22,9.543422e-29,1.8258616e-20,1.2785749e-12,4.231743e-14,1.0291525e-12,2.3704122e-11,2.7722045e-09,9.434118e-27,8.3978014e-18,2.156109e-14,9.474859e-15,3.8635473e-29,3.8131174e-12,1.4419363e-09,1.4516889e-20,1.18190865e-05,1.397357e-16,7.0224215e-11,8.172915e-16,4.4126932e-23,5.0954573e-22,5.738094e-23,2.070065e-13,1.6952308e-07,9.7248325e-08,1.5472483e-29,1.2244887e-20,1.2120538e-18,3.308324e-22,6.4194923e-18,1.5068553e-33,4.0326585e-27,0.99986637,2.965137e-08,2.3403282e-13,
804,6.584855e-27,8.458712e-17,3.9982163e-11,9.907967e-09,1.6659681e-25,6.606907e-16,2.6967149e-11,1.2090384e-13,5.233503e-21,3.1392506e-28,8.894188e-10,3.6861503e-21,3.9056218e-14,2.917165e-13,2.9012495e-29,4.6377164e-24,1.8069547e-20,5.3172993e-13,1.3407857e-23,1.626236e-06,1.5089119e-24,2.5283507e-16,2.962278e-21,3.0351596e-32,1.581991e-30,1.1391789e-22,1.5105064e-10,2.8358126e-16,7.542184e-17,8.142586e-23,3.9298406e-10,3.6658538e-09,1.3598532e-10,2.255169e-17,2.243042e-13,1.7298007e-21,1.9150257e-09,0.0,1.8535406e-29,8.7370733e-26,3.8477033e-26,6.917678e-21,1.1718069e-09,4.3736195e-15,3.080714e-15,3.0961353e-06,2.1388854e-07,1.8134198e-18,1.5744386e-26,2.1464864e-17,3.212033e-05,1.0094101e-08,1.9043864e-07,2.7823616e-10,1.6061684e-15,2.2380882e-10,8.090037e-10,2.6239122e-21,2.1132544e-06,6.8109736e-29,3.292518e-13,5.168389e-21,4.5327075e-15,1.2923172e-22,2.4195195e-15,7.81131e-17,9.644758e-10,3.3464154e-17,1.1407481e-08,4.6434877e-07,4.7295718e-29,4.031873e-30,1.529131e-29,3.2022434e-12,1.5020304e-11,5.668005e-16,1.2142907e-18,3.1117404e-16,6.738359e-20,6.937226e-08,2.7306821e-09,2.9998972e-07,3.4996913e-16,0.99995923,3.100517e-10,7.6489876e-16,2.2471918e-09,2.3304952e-10,5.154145e-17,1.9990695e-22,4.544842e-16,4.8326715e-21,1.6102906e-08,6.837553e-14,4.4581262e-07,1.1637107e-20,7.60268e-15,6.3174734e-24,6.769985e-09,
814,0.0,7.45194e-33,8.030479e-11,4.7188526e-17,0.0,1.0888244e-10,2.7046232e-07,0.0,0.0,3.662161e-30,2.25229e-28,1.5734925e-35,2.024641e-34,1.789128e-25,4.3307804e-37,1.2200056e-05,1.6766506e-33,1.507482e-25,4.652369e-29,1.3522933e-14,1.2276746e-26,1.9976503e-09,0.0022965535,2.6904245e-17,2.559333e-11,5.183255e-07,4.266805e-17,2.7752822e-06,0.3709917,4.6039752e-11,6.8322083e-07,8.8281617e-13,3.419828e-24,2.4618026e-15,4.827899e-07,1.7999947e-22,1.337049e-06,2.7211453e-22,7.223451e-11,2.6059799e-12,3.8285035e-07,0.0,1.5141458e-12,3.8707775e-09,8.166299e-14,4.4296827e-20,2.1527316e-17,2.0878828e-26,0.0,3.5347493e-36,2.1899989e-11,2.6986198e-11,1.5805161e-16,2.6414529e-36,9.649746e-18,1.5302577e-14,2.6372514e-16,1.8135872e-10,3.137064e-15,6.5970934e-18,3.179346e-14,4.8010153e-13,6.112183e-10,1.00352195e-17,1.3648691e-36,5.9233313e-24,1.5560054e-06,0.12684926,8.347848e-14,3.389359e-13,2.6528195e-09,1.4213458e-30,1.5415328e-07,8.287737e-10,3.9621436e-22,3.8986912e-38,2.6579965e-16,6.102716e-05,1.644604e-14,5.192076e-09,1.5916002e-16,1.3766012e-12,3.610379e-12,2.3845171e-20,2.2150548e-21,1.4947879e-31,2.705035e-19,0.00059791136,0.49918297,2.6139817e-33,1.9654693e-23,1.920808e-26,3.1089155e-21,7.433385e-22,1.465833e-29,1.5125595e-29,2.0942086e-07,4.361877e-14,5.071951e-15,
817,3.9329957e-06,4.3297288e-08,1.35795e-23,5.3475875e-25,1.2212759e-10,2.0319087e-24,1.9095595e-31,1.6220355e-27,4.057206e-20,0.99995005,1.7596304e-25,4.1820106e-10,3.270769e-20,4.387498e-23,5.717004e-17,0.0,8.958419e-12,1.9179296e-27,1.1061321e-12,4.8439954e-14,1.282983e-06,4.174446e-37,0.0,3.9079348e-32,6.3411706e-25,1.8752703e-31,3.769421e-07,4.2512655e-28,0.0,0.0,0.0,7.483355e-27,0.0,2.3936153e-25,2.1855924e-37,5.2466934e-19,0.0,0.0,0.0,0.0,0.0,1.0992284e-14,0.0,7.337664e-19,1.0147543e-33,0.0,6.781347e-24,4.9091807e-13,4.4292094e-05,4.2938838e-14,7.836954e-35,5.481635e-24,0.0,2.1825093e-30,6.6780294e-14,1.1938458e-32,5.038365e-20,0.0,6.54e-22,1.1753237e-09,5.7993083e-17,1.8200517e-23,6.3623e-32,5.9347776e-31,8.4678954e-33,1.0943171e-13,0.0,0.0,7.4582263e-25,1.1588242e-25,4.534009e-25,1.8423415e-16,0.0,2.5500335e-24,9.883787e-10,1.2860832e-16,1.4523044e-11,2.531849e-32,1.9749557e-14,2.1325215e-22,1.9145796e-14,3.455472e-38,1.0509181e-28,1.1068705e-35,1.344633e-19,1.5518965e-11,1.3053145e-24,2.5720808e-26,5.8508084e-27,4.2671634e-17,1.4581176e-32,1.6413877e-19,3.9895473e-23,3.196672e-20,2.5233332e-26,2.259223e-23,1.393546e-30,3.0225948e-25,1.7615302e-11,
818,2.6211757e-36,7.274873e-25,3.9226496e-22,8.639277e-28,1.4458654e-24,2.7985122e-08,3.667802e-14,0.0,1.3664746e-26,3.920254e-23,7.251429e-26,2.4564868e-19,1.4021732e-30,9.0813875e-27,4.9255495e-15,2.0007402e-18,3.5430931e-12,0.0,6.763916e-21,6.6555156e-15,7.9482234e-21,0.0,1.5893728e-16,0.0,3.506514e-23,8.549004e-25,4.9533e-13,7.426598e-17,1.5388964e-19,1.4737522e-32,1.2110914e-26,9.175365e-36,0.0,2.6309383e-32,9.550886e-28,5.8550125e-09,1.3210399e-29,0.0,0.0,0.0,1.43615e-27,0.0,2.1238753e-21,5.668268e-11,3.3433998e-23,7.782992e-36,7.642295e-38,1.2495073e-18,0.0,7.8785057e-25,6.5791264e-24,3.4599475e-20,0.0,1.9204897e-36,2.9000936e-36,8.9554267e-23,1.735726e-10,2.0328257e-36,8.288168e-23,1.7515264e-10,9.7325116e-26,3.902409e-23,1.2178881e-33,0.9870113,0.0,6.743264e-33,1.1257885e-15,4.331635e-12,3.5652867e-35,2.3294925e-12,1.9987926e-13,4.9693103e-06,8.4384645e-11,3.5353553e-13,1.3551706e-23,0.0,5.404946e-18,1.2039691e-05,2.4733117e-07,2.701089e-23,7.946097e-07,3.0545905e-29,0.01297061,1.1458716e-21,3.5236327e-18,1.5890227e-29,1.6191701e-30,5.3121646e-11,1.2443238e-16,6.3800106e-26,1.1089057e-30,1.7541073e-25,3.9527828e-29,3.112233e-12,2.069775e-21,1.2193981e-12,2.262906e-22,6.6126544e-20,7.66718e-29,
819,8.053305e-26,5.360322e-18,5.2959352e-17,8.302058e-08,2.2316157e-28,1.0438777e-18,5.0835787e-17,8.36969e-22,2.8975917e-28,4.5826614e-22,2.7916121e-18,5.5879387e-21,2.22826e-09,5.6301314e-14,1.7996202e-23,1.3974146e-29,8.481964e-21,1.8403237e-15,3.0746197e-17,4.9539756e-07,1.0068218e-17,3.1589427e-20,5.713545e-19,2.4039933e-21,4.7329154e-21,1.0069706e-19,1.8375759e-07,3.3295808e-19,2.6557e-17,2.7371994e-26,1.0533616e-19,1.9423016e-15,1.2324794e-23,1.6425807e-20,3.1263795e-22,1.3964043e-26,8.2531884e-11,0.0,3.0012423e-25,8.609131e-28,1.091384e-29,2.002592e-12,3.642664e-22,1.8437866e-09,2.2508276e-27,2.3998615e-13,0.00044716426,1.0672122e-08,5.4638977e-18,9.803e-18,0.73203576,5.593435e-08,1.5770622e-07,0.2674025,2.7549474e-09,1.8215258e-05,3.8678678e-05,9.408965e-30,6.4557255e-11,5.6630457e-21,3.013008e-07,9.631989e-21,2.127496e-15,2.5725543e-21,8.2140513e-19,2.1136643e-14,1.4067885e-17,5.726355e-26,2.0457318e-11,1.4645326e-08,4.3991097e-21,1.0675222e-22,2.127151e-34,1.2074875e-18,1.1795154e-06,1.32932885e-14,7.48708e-13,1.9710304e-15,1.9499962e-19,2.3043509e-05,6.04612e-07,4.8950496e-15,4.381832e-18,1.9148138e-05,2.438656e-15,1.9734298e-08,1.1658253e-05,1.9326255e-07,7.001336e-21,1.7122216e-27,4.919437e-24,3.1123019e-15,2.0103338e-16,1.1944658e-13,2.0446385e-12,3.2140806e-19,4.410041e-09,1.1667791e-19,5.2761357e-07,
